Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-373752,Netrin-1 signaling,1,59,0.003885925,0.629477531,0.629477531,9,37,0.002628214,9606,Homo sapiens,SRC,,R-HSA-373716;R-HSA-418868;R-HSA-418850;R-HSA-418865;R-HSA-374701;R-HSA-418874;R-HSA-418858;R-HSA-418859;R-HSA-418856
R-HSA-197264,Nicotinamide salvaging,1,59,0.003885925,0.629477531,0.629477531,1,12,8.52E-04,9606,Homo sapiens,PTGS2,,R-HSA-2309773
R-HSA-202433,Generation of second messenger molecules,1,59,0.003885925,0.629477531,0.629477531,1,17,0.001207558,9606,Homo sapiens,CD101,,R-HSA-202248
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,3,193,0.012711585,0.630312304,0.630312304,16,42,0.002983378,9606,Homo sapiens,FCGR2A;SRC;FCGR1A,,R-HSA-2197697;R-HSA-2029467;R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-1861621;R-HSA-2029268;R-HSA-2029458;R-HSA-2029459;R-HSA-2029455;R-HSA-2029452;R-HSA-2029453;R-HSA-2029451;R-HSA-2029449;R-HSA-2029476
R-HSA-9664433,Leishmania parasite growth and survival,3,193,0.012711585,0.630312304,0.630312304,3,40,0.002841313,9606,Homo sapiens,FCGR2A;SRC;FCGR1A,,R-HSA-9664275;R-HSA-9664278;R-HSA-9664261
R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,3,193,0.012711585,0.630312304,0.630312304,3,40,0.002841313,9606,Homo sapiens,FCGR2A;SRC;FCGR1A,,R-HSA-9664275;R-HSA-9664278;R-HSA-9664261
R-HSA-162582,Signal Transduction,49,3023,0.199104261,0.633932172,0.633932172,224,2518,0.178860634,9606,Homo sapiens,CDKN1A;CXCL8;CCL3L1;SRC;CCL4L2;NCF4;C5AR1;FPR1;CXCL1;RASAL1;TNF;HCAR2;CLN3;HCAR3;CXCR1;CCRL2;CCL4;CXCR2;EPSTI1;CCL3;PROK2;CCL2;FFAR2;ARHGEF40;FZD3;EGR2;JUP;P2RY14;FOS;USF1;SGO1;CXCL10;MKRN3;TRIB1;S100A9;S100A8,,R-HSA-443910;R-HSA-171011;R-HSA-3858491;R-HSA-205319;R-HSA-9793680;R-HSA-1562641;R-HSA-3296309;R-HSA-443905;R-HSA-3858482;R-HSA-3858480;R-HSA-9632412;R-HSA-9014424;R-HSA-8964252;R-HSA-9021596;R-HSA-373791;R-HSA-9793679;R-HSA-8964242;R-HSA-5626953;R-HSA-3296301;R-HSA-9021609;R-HSA-5658231;R-HSA-5693055;R-HSA-1470012;R-HSA-9017507;R-HSA-1470010;R-HSA-4420206;R-HSA-1470009;R-HSA-373813;R-HSA-5626981;R-HSA-5626982;R-HSA-9613476;R-HSA-8964287;R-HSA-3965444;R-HSA-5626988;R-HSA-3965446;R-HSA-3965447;R-HSA-3965441;R-HSA-8964278;R-HSA-5218830;R-HSA-5672980;R-HSA-9626832;R-HSA-5218828;R-HSA-5672978;R-HSA-417858;R-HSA-5218827;R-HSA-5218826;R-HSA-5218822;R-HSA-5218820;R-HSA-443978;R-HSA-5218819;R-HSA-9612483;R-HSA-9009371;R-HSA-9626816;R-HSA-9626817;R-HSA-443986;R-HSA-9021660;R-HSA-5218841;R-HSA-9679044;R-HSA-5218839;R-HSA-5218838;R-HSA-4420121;R-HSA-5672972;R-HSA-8980691;R-HSA-5672973;R-HSA-9612493;R-HSA-1963586;R-HSA-5672969;R-HSA-8964311;R-HSA-8964329;R-HSA-4420128;R-HSA-9612534;R-HSA-375395;R-HSA-5218855;R-HSA-444527;R-HSA-9009378;R-HSA-5218851;R-HSA-9657599;R-HSA-1472121;R-HSA-4420140;R-HSA-9626848;R-HSA-9714924;R-HSA-9037040;R-HSA-3928647;R-HSA-83582;R-HSA-5357776;R-HSA-5357780;R-HSA-8848414;R-HSA-9696271;R-HSA-5668605;R-HSA-380073;R-HSA-379048;R-HSA-2316434;R-HSA-8848436;R-HSA-1252013;R-HSA-964811;R-HSA-83656;R-HSA-83660;R-HSA-5693108;R-HSA-8874083;R-HSA-8874082;R-HSA-8874080;R-HSA-1295609;R-HSA-5357757;R-HSA-205039;R-HSA-444661;R-HSA-5634221;R-HSA-5357904;R-HSA-177923;R-HSA-9706390;R-HSA-5666129;R-HSA-9613210;R-HSA-75016;R-HSA-444171;R-HSA-9613213;R-HSA-9018758;R-HSA-9013145;R-HSA-177937;R-HSA-9726848;R-HSA-444691;R-HSA-5658435;R-HSA-9625479;R-HSA-354066;R-HSA-9621386;R-HSA-354077;R-HSA-5218645;R-HSA-9621385;R-HSA-354073;R-HSA-5218643;R-HSA-9031575;R-HSA-5218640;R-HSA-354087;R-HSA-5099886;R-HSA-5357429;R-HSA-4608866;R-HSA-5666160;R-HSA-9612219;R-HSA-377644;R-HSA-5357432;R-HSA-377641;R-HSA-9013157;R-HSA-377640;R-HSA-377643;R-HSA-5666169;R-HSA-9613219;R-HSA-9018808;R-HSA-5357928;R-HSA-165692;R-HSA-9031624;R-HSA-1433428;R-HSA-5668629;R-HSA-5357845;R-HSA-9031616;R-HSA-354124;R-HSA-3371385;R-HSA-165718;R-HSA-373074;R-HSA-419166;R-HSA-170846;R-HSA-9624014;R-HSA-1433418;R-HSA-354149;R-HSA-429415;R-HSA-1433456;R-HSA-380780;R-HSA-3371353;R-HSA-5666104;R-HSA-354165;R-HSA-5357860;R-HSA-1433454;R-HSA-1433451;R-HSA-4608825;R-HSA-749448;R-HSA-749454;R-HSA-1433488;R-HSA-749452;R-HSA-429441;R-HSA-9796379;R-HSA-9657603;R-HSA-9626880;R-HSA-9657606;R-HSA-205205;R-HSA-9013009;R-HSA-749456;R-HSA-9714959;R-HSA-9657608;R-HSA-9013024;R-HSA-205234;R-HSA-9700647;R-HSA-5218811;R-HSA-205238;R-HSA-5218809;R-HSA-1433506;R-HSA-9612073;R-HSA-9700648;R-HSA-9612076;R-HSA-1433514;R-HSA-205244;R-HSA-186819;R-HSA-8857925;R-HSA-9603419;R-HSA-2134506;R-HSA-9603420;R-HSA-372693;R-HSA-1433542;R-HSA-198613;R-HSA-2134519;R-HSA-372697;R-HSA-372705;R-HSA-432096;R-HSA-9603445;R-HSA-9023840;R-HSA-9625465;R-HSA-374248;R-HSA-170991;R-HSA-374251;R-HSA-9023846;R-HSA-201708;R-HSA-9018746;R-HSA-5357477;R-HSA-5357479;R-HSA-8863101;R-HSA-9013109;R-HSA-9603437;R-HSA-9013110
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,1,60,0.003951788,0.635672601,0.635672601,1,30,0.002130985,9606,Homo sapiens,FPR1,,R-HSA-9728804
R-HSA-2029485,Role of phospholipids in phagocytosis,2,129,0.008496345,0.638441015,0.638441015,5,12,8.52E-04,9606,Homo sapiens,FCGR2A;FCGR1A,,R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-2029268
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",2,129,0.008496345,0.638441015,0.638441015,2,7,4.97E-04,9606,Homo sapiens,SRC,,R-HSA-2316434;R-HSA-8857925
R-HSA-3000171,Non-integrin membrane-ECM interactions,1,61,0.004017651,0.64176449,0.64176449,2,22,0.001562722,9606,Homo sapiens,HSPG2,,R-HSA-2396113;R-HSA-2396337
R-HSA-373760,L1CAM interactions,2,130,0.008562208,0.642607236,0.642607236,2,54,0.003835772,9606,Homo sapiens,SRC;CD24,,R-HSA-437234;R-HSA-445084
R-HSA-5654736,Signaling by FGFR1,1,62,0.004083514,0.64775491,0.64775491,1,48,0.003409575,9606,Homo sapiens,SRC,,R-HSA-1295609
R-HSA-9013406,RHOQ GTPase cycle,1,63,0.004149378,0.653645544,0.653645544,1,5,3.55E-04,9606,Homo sapiens,JUP,,R-HSA-9018746
R-HSA-5578775,Ion homeostasis,1,64,0.004215241,0.659438048,0.659438048,3,17,0.001207558,9606,Homo sapiens,PLN,,R-HSA-427910;R-HSA-5617182;R-HSA-5578777
R-HSA-193648,NRAGE signals death through JNK,1,64,0.004215241,0.659438048,0.659438048,1,7,4.97E-04,9606,Homo sapiens,ARHGEF40,,R-HSA-205039
R-HSA-109606,Intrinsic Pathway for Apoptosis,1,64,0.004215241,0.659438048,0.659438048,2,63,0.004475067,9606,Homo sapiens,MKRN3,,R-HSA-139906;R-HSA-139899
R-HSA-199418,Negative regulation of the PI3K/AKT network,2,137,0.00902325,0.670718316,0.670718316,2,10,7.10E-04,9606,Homo sapiens,SRC,,R-HSA-2316434;R-HSA-8857925
R-HSA-4608870,Asymmetric localization of PCP proteins,1,66,0.004346967,0.670735153,0.670735153,3,7,4.97E-04,9606,Homo sapiens,FZD3,,R-HSA-5099886;R-HSA-4608866;R-HSA-4608825
R-HSA-9772572,Early SARS-CoV-2 Infection Events,1,67,0.00441283,0.676242931,0.676242931,5,74,0.005256428,9606,Homo sapiens,HSPG2,,R-HSA-9694579;R-HSA-9694661;R-HSA-9699007;R-HSA-9697423;R-HSA-9698988
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,1,67,0.00441283,0.676242931,0.676242931,1,26,0.001846853,9606,Homo sapiens,PCOLCE,,R-HSA-2022141
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",11,725,0.047750774,0.676427287,0.676427287,29,212,0.015058957,9606,Homo sapiens,SGO1;CLN3;JUP;SRC;NCF4;EPSTI1;MKRN3;ARHGEF40;S100A9;S100A8,,R-HSA-9706390;R-HSA-9626832;R-HSA-5668629;R-HSA-5218827;R-HSA-5666129;R-HSA-75016;R-HSA-9018758;R-HSA-9013145;R-HSA-9014424;R-HSA-9626880;R-HSA-9626816;R-HSA-9626817;R-HSA-9726848;R-HSA-5218841;R-HSA-9013009;R-HSA-8980691;R-HSA-9696271;R-HSA-5666160;R-HSA-9013024;R-HSA-9017507;R-HSA-5668605;R-HSA-9013157;R-HSA-5666104;R-HSA-5666169;R-HSA-9018808;R-HSA-9626848;R-HSA-9018746;R-HSA-9013109;R-HSA-9013110
R-HSA-977443,GABA receptor activation,1,68,0.004478693,0.681658932,0.681658932,2,12,8.52E-04,9606,Homo sapiens,KCNJ15,,R-HSA-1013020;R-HSA-1013012
R-HSA-421270,Cell-cell junction organization,1,68,0.004478693,0.681658932,0.681658932,1,21,0.001491689,9606,Homo sapiens,JUP,,R-HSA-419002
R-HSA-3299685,Detoxification of Reactive Oxygen Species,1,68,0.004478693,0.681658932,0.681658932,1,34,0.002415116,9606,Homo sapiens,NCF4,,R-HSA-1222376
R-HSA-1227986,Signaling by ERBB2,1,68,0.004478693,0.681658932,0.681658932,1,46,0.00326751,9606,Homo sapiens,SRC,,R-HSA-1963586
R-HSA-9755511,KEAP1-NFE2L2 pathway,2,141,0.009286702,0.685965701,0.685965701,2,78,0.00554056,9606,Homo sapiens,NQO1,,R-HSA-9759141;R-HSA-9759186
R-HSA-8956321,Nucleotide salvage,1,69,0.004544556,0.686984681,0.686984681,1,22,0.001562722,9606,Homo sapiens,GMPR,,R-HSA-514604
R-HSA-186797,Signaling by PDGF,1,70,0.00461042,0.692221675,0.692221675,2,31,0.002202017,9606,Homo sapiens,SRC,,R-HSA-186819;R-HSA-380780
R-HSA-375165,NCAM signaling for neurite out-growth,1,70,0.00461042,0.692221675,0.692221675,1,23,0.001633755,9606,Homo sapiens,SRC,,R-HSA-391866
R-HSA-983169,Class I MHC mediated antigen processing & presentation,7,479,0.031548442,0.696036113,0.696036113,10,48,0.003409575,9606,Homo sapiens,HERC5;NCF4;CLEC4E;FCGR1A;S100A9;S100A8;HERC6,,R-HSA-8863895;R-HSA-983147;R-HSA-1236967;R-HSA-1236939;R-HSA-1236955;R-HSA-983157;R-HSA-983156;R-HSA-983140;R-HSA-1236940;R-HSA-1236941
R-HSA-5658442,Regulation of RAS by GAPs,1,71,0.004676283,0.697371388,0.697371388,2,5,3.55E-04,9606,Homo sapiens,RASAL1,,R-HSA-5658231;R-HSA-5658435
R-HSA-8848021,Signaling by PTK6,1,71,0.004676283,0.697371388,0.697371388,2,53,0.003764739,9606,Homo sapiens,CLN3,,R-HSA-8848436;R-HSA-8848414
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,1,71,0.004676283,0.697371388,0.697371388,2,53,0.003764739,9606,Homo sapiens,CLN3,,R-HSA-8848436;R-HSA-8848414
R-HSA-936837,Ion transport by P-type ATPases,1,72,0.004742146,0.702435269,0.702435269,1,17,0.001207558,9606,Homo sapiens,PLN,,R-HSA-427910
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,1,73,0.004808009,0.707414743,0.707414743,5,5,3.55E-04,9606,Homo sapiens,SRC,,R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802927
R-HSA-5663220,RHO GTPases Activate Formins,2,149,0.009813607,0.71472604,0.71472604,4,27,0.001917886,9606,Homo sapiens,SGO1;SRC,,R-HSA-5666160;R-HSA-5666129;R-HSA-5666104;R-HSA-5666169
R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,1,75,0.004939735,0.717126052,0.717126052,1,4,2.84E-04,9606,Homo sapiens,CLN3,,R-HSA-69005
R-HSA-9013026,RHOB GTPase cycle,1,75,0.004939735,0.717126052,0.717126052,1,6,4.26E-04,9606,Homo sapiens,JUP,,R-HSA-9013024
R-HSA-69206,G1/S Transition,2,150,0.00987947,0.718161903,0.718161903,17,61,0.004333002,9606,Homo sapiens,CLN3;CDKN1A,,R-HSA-188386;R-HSA-187552;R-HSA-187520;R-HSA-188390;R-HSA-69191;R-HSA-69195;R-HSA-69199;R-HSA-157906;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-187828;R-HSA-198613;R-HSA-8848414;R-HSA-69562;R-HSA-188350;R-HSA-8961846
R-HSA-1632852,Macroautophagy,2,150,0.00987947,0.718161903,0.718161903,13,87,0.006179855,9606,Homo sapiens,MAP1LC3A;SRC,,R-HSA-5682388;R-HSA-5682896;R-HSA-8948143;R-HSA-5681981;R-HSA-5678490;R-HSA-5682011;R-HSA-5205663;R-HSA-5681987;R-HSA-8959571;R-HSA-8959573;R-HSA-5205649;R-HSA-5683593;R-HSA-5682377
R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,9,621,0.040901008,0.718652422,0.718652422,79,746,0.052990482,9606,Homo sapiens,EGR2;JUP;SRC;NCF4;FOS;TRIB1,,R-HSA-177923;R-HSA-171011;R-HSA-205319;R-HSA-1433488;R-HSA-1562641;R-HSA-9613210;R-HSA-9613213;R-HSA-177937;R-HSA-205205;R-HSA-9621386;R-HSA-5218645;R-HSA-9621385;R-HSA-5218643;R-HSA-9031575;R-HSA-5218640;R-HSA-5357429;R-HSA-9612219;R-HSA-5357432;R-HSA-1470012;R-HSA-1470010;R-HSA-4420206;R-HSA-1470009;R-HSA-9613219;R-HSA-205234;R-HSA-9700647;R-HSA-5218811;R-HSA-205238;R-HSA-9613476;R-HSA-5218809;R-HSA-1433506;R-HSA-9612073;R-HSA-9700648;R-HSA-1252013;R-HSA-9612076;R-HSA-1433514;R-HSA-205244;R-HSA-9031624;R-HSA-1433428;R-HSA-5218830;R-HSA-186819;R-HSA-5218828;R-HSA-5218827;R-HSA-5218826;R-HSA-9031616;R-HSA-5218822;R-HSA-9603419;R-HSA-5218820;R-HSA-5218819;R-HSA-9603420;R-HSA-9612483;R-HSA-1433542;R-HSA-5218841;R-HSA-5218839;R-HSA-5218838;R-HSA-4420121;R-HSA-9612493;R-HSA-1963586;R-HSA-1433418;R-HSA-4420128;R-HSA-9612534;R-HSA-8874083;R-HSA-8874082;R-HSA-1433456;R-HSA-8874080;R-HSA-9603445;R-HSA-5218855;R-HSA-380780;R-HSA-1295609;R-HSA-5218851;R-HSA-170991;R-HSA-1472121;R-HSA-4420140;R-HSA-5357477;R-HSA-5357479;R-HSA-9037040;R-HSA-1433454;R-HSA-3928647;R-HSA-1433451;R-HSA-9603437
R-HSA-189445,Metabolism of porphyrins,1,76,0.005005598,0.721860621,0.721860621,1,42,0.002983378,9606,Homo sapiens,LST1,,R-HSA-9661397
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,1,76,0.005005598,0.721860621,0.721860621,1,51,0.003622674,9606,Homo sapiens,PCOLCE,,R-HSA-2002440
R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA ,1,78,0.005137325,0.731094254,0.731094254,1,50,0.003551641,9606,Homo sapiens,IRF7,,R-HSA-9604487
R-HSA-8980692,RHOA GTPase cycle,2,154,0.010142923,0.731559948,0.731559948,2,6,4.26E-04,9606,Homo sapiens,JUP;ARHGEF40,,R-HSA-9013009;R-HSA-8980691
R-HSA-9018519,Estrogen-dependent gene expression,2,154,0.010142923,0.731559948,0.731559948,4,66,0.004688166,9606,Homo sapiens,FOS;USF1,,R-HSA-9009371;R-HSA-9023840;R-HSA-9009378;R-HSA-9023846
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,7,498,0.032799842,0.733403291,0.733403291,42,478,0.033953687,9606,Homo sapiens,CDKN1A;BCL2A1;SRC;FPR1,,R-HSA-6802919;R-HSA-9656211;R-HSA-9670418;R-HSA-6802918;R-HSA-9670417;R-HSA-9656209;R-HSA-6802916;R-HSA-9670416;R-HSA-9656215;R-HSA-2399969;R-HSA-6802914;R-HSA-6803234;R-HSA-9656214;R-HSA-6803233;R-HSA-9656212;R-HSA-6802912;R-HSA-6802927;R-HSA-3656382;R-HSA-9670426;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-9725338;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-9670414;R-HSA-9670413;R-HSA-9670412;R-HSA-9698043;R-HSA-9698041;R-HSA-2400009;R-HSA-6802911;R-HSA-6802910;R-HSA-6803230;R-HSA-6803227
R-HSA-975634,Retinoid metabolism and transport,1,79,0.005203188,0.735595918,0.735595918,3,28,0.001988919,9606,Homo sapiens,HSPG2,,R-HSA-2404131;R-HSA-2423785;R-HSA-2429643
R-HSA-3000178,ECM proteoglycans,1,79,0.005203188,0.735595918,0.735595918,1,23,0.001633755,9606,Homo sapiens,HSPG2,,R-HSA-2396395
R-HSA-69473,G2/M DNA damage checkpoint,1,80,0.005269051,0.740022512,0.740022512,1,12,8.52E-04,9606,Homo sapiens,MKRN3,,R-HSA-75016
R-HSA-1660661,Sphingolipid de novo biosynthesis,1,80,0.005269051,0.740022512,0.740022512,2,33,0.002344083,9606,Homo sapiens,SGPP2,,R-HSA-428701;R-HSA-428664
R-HSA-351202,Metabolism of polyamines,1,80,0.005269051,0.740022512,0.740022512,1,17,0.001207558,9606,Homo sapiens,NQO1,,R-HSA-350578
R-HSA-5625740,RHO GTPases activate PKNs,1,80,0.005269051,0.740022512,0.740022512,1,20,0.001420656,9606,Homo sapiens,MKRN3,,R-HSA-75016
R-HSA-4086398,Ca2+ pathway,1,81,0.005334914,0.744375282,0.744375282,4,27,0.001917886,9606,Homo sapiens,FZD3,,R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-3965441
R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,1,81,0.005334914,0.744375282,0.744375282,2,15,0.001065492,9606,Homo sapiens,MKRN3,,R-HSA-1454689;R-HSA-1445149
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",1,81,0.005334914,0.744375282,0.744375282,1,17,0.001207558,9606,Homo sapiens,ARHGEF40,,R-HSA-205039
R-HSA-5663084,Diseases of carbohydrate metabolism,1,81,0.005334914,0.744375282,0.744375282,2,44,0.003125444,9606,Homo sapiens,EPM2A,,R-HSA-3797226;R-HSA-3791349
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,2,158,0.010406376,0.744415189,0.744415189,6,24,0.001704788,9606,Homo sapiens,FCGR2A;FCGR1A,,R-HSA-2197697;R-HSA-2029453;R-HSA-2029467;R-HSA-2029451;R-HSA-2029476;R-HSA-2029458
R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,3,232,0.015280248,0.7485792,0.7485792,7,110,0.00781361,9606,Homo sapiens,SRC;CHRNA6;KCNJ15,,R-HSA-629595;R-HSA-1013020;R-HSA-629596;R-HSA-629599;R-HSA-9612085;R-HSA-1013012;R-HSA-622326
R-HSA-1236394,Signaling by ERBB4,1,82,0.005400777,0.748655456,0.748655456,2,52,0.003693706,9606,Homo sapiens,SRC,,R-HSA-9612219;R-HSA-1252013
R-HSA-1222556,ROS and RNS production in phagocytes,1,82,0.005400777,0.748655456,0.748655456,1,45,0.003196477,9606,Homo sapiens,NCF4,,R-HSA-6789092
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,1,83,0.00546664,0.752864239,0.752864239,1,10,7.10E-04,9606,Homo sapiens,CDKN1A,,R-HSA-8852362
R-HSA-5357801,Programmed Cell Death,3,234,0.015411974,0.753738645,0.753738645,3,189,0.013425202,9606,Homo sapiens,IL1B;MKRN3,,R-HSA-139906;R-HSA-449058;R-HSA-139899
R-HSA-194315,Signaling by Rho GTPases,10,709,0.046696964,0.755669747,0.755669747,28,203,0.014419662,9606,Homo sapiens,SGO1;JUP;SRC;NCF4;EPSTI1;MKRN3;ARHGEF40;S100A9;S100A8,,R-HSA-9626832;R-HSA-5668629;R-HSA-5218827;R-HSA-5666129;R-HSA-75016;R-HSA-9018758;R-HSA-9013145;R-HSA-9014424;R-HSA-9626880;R-HSA-9626816;R-HSA-9626817;R-HSA-9726848;R-HSA-5218841;R-HSA-9013009;R-HSA-8980691;R-HSA-9696271;R-HSA-5666160;R-HSA-9013024;R-HSA-9017507;R-HSA-5668605;R-HSA-9013157;R-HSA-5666104;R-HSA-5666169;R-HSA-9018808;R-HSA-9626848;R-HSA-9018746;R-HSA-9013109;R-HSA-9013110
R-HSA-73887,Death Receptor Signalling,2,164,0.010801554,0.762710318,0.762710318,26,103,0.00731638,9606,Homo sapiens,ARHGEF40;TNF,,R-HSA-5357776;R-HSA-5357904;R-HSA-5357845;R-HSA-9793680;R-HSA-5357780;R-HSA-83656;R-HSA-3371385;R-HSA-83660;R-HSA-9796379;R-HSA-9793679;R-HSA-9714959;R-HSA-5626953;R-HSA-5693108;R-HSA-5693055;R-HSA-3371353;R-HSA-5357757;R-HSA-205039;R-HSA-5626981;R-HSA-5626982;R-HSA-5357860;R-HSA-5634221;R-HSA-9714924;R-HSA-5357928;R-HSA-5626988;R-HSA-8863101;R-HSA-83582
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,1,86,0.00566423,0.765074008,0.765074008,2,17,0.001207558,9606,Homo sapiens,FOS,,R-HSA-6806412;R-HSA-6806394
R-HSA-416482,G alpha (12/13) signalling events,1,86,0.00566423,0.765074008,0.765074008,1,15,0.001065492,9606,Homo sapiens,ARHGEF40,,R-HSA-419166
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",2,165,0.010867418,0.76564712,0.76564712,2,67,0.004759199,9606,Homo sapiens,SLC22A4,,R-HSA-549241;R-HSA-549297
R-HSA-9612973,Autophagy,2,166,0.010933281,0.768552417,0.768552417,13,108,0.007671544,9606,Homo sapiens,MAP1LC3A;SRC,,R-HSA-5682388;R-HSA-5682896;R-HSA-8948143;R-HSA-5681981;R-HSA-5678490;R-HSA-5682011;R-HSA-5205663;R-HSA-5681987;R-HSA-8959571;R-HSA-8959573;R-HSA-5205649;R-HSA-5683593;R-HSA-5682377
R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,1,87,0.005730093,0.769008894,0.769008894,21,33,0.002344083,9606,Homo sapiens,HSPG2,,R-HSA-2076383;R-HSA-1889981;R-HSA-9638064;R-HSA-2076508;R-HSA-1667005;R-HSA-1889978;R-HSA-2024084;R-HSA-2076371;R-HSA-1878002;R-HSA-2024108;R-HSA-2022860;R-HSA-2022856;R-HSA-2076392;R-HSA-2022887;R-HSA-2022919;R-HSA-2024100;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-1889955;R-HSA-1678694
R-HSA-6806834,Signaling by MET,1,88,0.005795956,0.772878128,0.772878128,3,51,0.003622674,9606,Homo sapiens,SRC,,R-HSA-8874083;R-HSA-8874082;R-HSA-8874080
R-HSA-5654738,Signaling by FGFR2,1,88,0.005795956,0.772878128,0.772878128,1,46,0.00326751,9606,Homo sapiens,SRC,,R-HSA-1295609
R-HSA-6806667,Metabolism of fat-soluble vitamins,1,89,0.005861819,0.7766828,0.7766828,3,34,0.002415116,9606,Homo sapiens,HSPG2,,R-HSA-2404131;R-HSA-2423785;R-HSA-2429643
R-HSA-9018677,Biosynthesis of DHA-derived SPMs,1,89,0.005861819,0.7766828,0.7766828,1,58,0.004119903,9606,Homo sapiens,PTGS2,,R-HSA-9020261
R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),1,91,0.005993545,0.784102732,0.784102732,2,15,0.001065492,9606,Homo sapiens,FPR1,,R-HSA-2025882;R-HSA-9690461
R-HSA-9013404,RAC2 GTPase cycle,1,92,0.006059409,0.787720085,0.787720085,1,10,7.10E-04,9606,Homo sapiens,NCF4,,R-HSA-9014424
R-HSA-1236974,ER-Phagosome pathway,2,173,0.011394323,0.788026771,0.788026771,1,10,7.10E-04,9606,Homo sapiens,S100A9;S100A8,,R-HSA-8863895
R-HSA-6802957,Oncogenic MAPK signaling,1,93,0.006125272,0.791277064,0.791277064,29,46,0.00326751,9606,Homo sapiens,SRC,,R-HSA-6802919;R-HSA-9656211;R-HSA-6802918;R-HSA-9656209;R-HSA-6802916;R-HSA-9656215;R-HSA-6802914;R-HSA-6803234;R-HSA-9656214;R-HSA-6803233;R-HSA-9656212;R-HSA-6802912;R-HSA-6802927;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-6802911;R-HSA-6802910;R-HSA-6803230;R-HSA-6803227
R-HSA-1989781,PPARA activates gene expression,2,175,0.011526049,0.79332058,0.79332058,1,41,0.002912346,9606,Homo sapiens,G0S2,,R-HSA-1989759
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,1,94,0.006191135,0.794774671,0.794774671,4,4,2.84E-04,9606,Homo sapiens,SGO1,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-141424,Amplification of signal from the kinetochores,1,94,0.006191135,0.794774671,0.794774671,4,4,2.84E-04,9606,Homo sapiens,SGO1,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-69052,Switching of origins to a post-replicative state,1,94,0.006191135,0.794774671,0.794774671,1,10,7.10E-04,9606,Homo sapiens,CLN3,,R-HSA-69005
R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,1,94,0.006191135,0.794774671,0.794774671,1,21,0.001491689,9606,Homo sapiens,RAB31,,R-HSA-8877311
